-DOCSTART- -X- -X- O
my -X- _ O
payment -X- _ B-CARD_FEATURE
password -X- _ I-CARD_FEATURE
. -X- _ O

The -X- _ O
incentive -X- _ O
payment -X- _ O
can -X- _ O
not -X- _ O
be -X- _ O
entered -X- _ O
. -X- _ O

What -X- _ O
is -X- _ O
the -X- _ O
function -X- _ O
of -X- _ O
the -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
? -X- _ O

The -X- _ O
bus -X- _ B-TRANSPORT
fails -X- _ O
to -X- _ O
recharge -X- _ O
, -X- _ O
and -X- _ O
a -X- _ O
message -X- _ O
is -X- _ O
displayed -X- _ O
, -X- _ O
indicating -X- _ O
that -X- _ O
the -X- _ O
card -X- _ O
information -X- _ O
is -X- _ O
incorrect -X- _ O
. -X- _ O

What -X- _ O
can -X- _ O
I -X- _ O
do -X- _ O
if -X- _ O
I -X- _ O
fail -X- _ O
to -X- _ O
swipe -X- _ O
my -X- _ O
card -X- _ O
on -X- _ O
a -X- _ O
bus -X- _ B-TRANSPORT
? -X- _ O

The -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
is -X- _ O
bound -X- _ O
to -X- _ O
the -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

What -X- _ O
? -X- _ O
I -X- _ O
do -X- _ O
n't -X- _ O
have -X- _ O
a -X- _ O
key -X- _ O
in -X- _ O
my -X- _ O
wallet -X- _ B-HMS_SERVICE
. -X- _ O

Deregister -X- _ O
my -X- _ O
Alipay -X- _ B-NON_HMS_SERVICE
payment -X- _ B-CODE_TYPE
code -X- _ I-CODE_TYPE
. -X- _ O

After -X- _ O
the -X- _ O
payment -X- _ B-CODE_TYPE
code -X- _ I-CODE_TYPE
is -X- _ O
enabled -X- _ O
, -X- _ O
if -X- _ O
the -X- _ O
screen -X- _ O
is -X- _ O
unlocked -X- _ O
, -X- _ O
the -X- _ O
payment -X- _ B-CODE_TYPE
code -X- _ I-CODE_TYPE
is -X- _ O
used -X- _ O
. -X- _ O
How -X- _ O
to -X- _ O
solve -X- _ O
this -X- _ O
problem -X- _ O
? -X- _ O

The -X- _ O
payment -X- _ B-CARD_FEATURE
password -X- _ I-CARD_FEATURE
is -X- _ O
reset -X- _ O
. -X- _ O

Cancel -X- _ O
the -X- _ O
automatic -X- _ B-CARD_FEATURE
fee -X- _ I-CARD_FEATURE
deduction -X- _ I-CARD_FEATURE
of -X- _ O
the -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
. -X- _ O

Association -X- _ O
between -X- _ O
bus -X- _ B-CARD_TYPE
cards -X- _ I-CARD_TYPE

The -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
is -X- _ O
gone -X- _ O
. -X- _ O

Where -X- _ O
can -X- _ O
I -X- _ O
print -X- _ O
an -X- _ O
invoice -X- _ O
by -X- _ O
using -X- _ O
a -X- _ O
mobile -X- _ O
phone -X- _ O
to -X- _ O
brush -X- _ O
the -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Which -X- _ O
of -X- _ O
the -X- _ O
following -X- _ O
mobile -X- _ O
phones -X- _ O
have -X- _ O
the -X- _ O
recharge -X- _ O
function -X- _ O
? -X- _ O

Hello -X- _ O

Those -X- _ O
places -X- _ O
can -X- _ O
be -X- _ O
used -X- _ O
to -X- _ O
brush -X- _ O
the -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

Where -X- _ O
can -X- _ O
I -X- _ O
open -X- _ O
zero -X- _ O
Qian -X- _ B-LOC
Tong -X- _ B-ORG
? -X- _ O

My -X- _ O
Huawei -X- _ B-HUAWEI_DEVICE
P20 -X- _ I-HUAWEI_DEVICE
fell -X- _ O
into -X- _ O
the -X- _ O
sea -X- _ O
and -X- _ O
replaced -X- _ O
p30 -X- _ B-HUAWEI_DEVICE
. -X- _ O
How -X- _ O
to -X- _ O
handle -X- _ O
the -X- _ O
transfer -X- _ O
of -X- _ O
the -X- _ O
e -X- _ O
card -X- _ O
in -X- _ O
Xiamen -X- _ B-LOC
on -X- _ O
the -X- _ O
original -X- _ O
computer -X- _ O
? -X- _ O

You -X- _ O
're -X- _ O
good -X- _ O
. -X- _ O

What -X- _ O
is -X- _ O
the -X- _ O
relationship -X- _ O
between -X- _ O
fingerprint -X- _ B-HMS_SERVICE_FEATURE
unlock -X- _ I-HMS_SERVICE_FEATURE
and -X- _ O
quick -X- _ B-CARD_FEATURE
payment -X- _ I-CARD_FEATURE
fingerprint -X- _ O
? -X- _ O

Can -X- _ O
I -X- _ O
refer -X- _ O
to -X- _ O
the -X- _ O
mobile -X- _ O
phone -X- _ O
recharge -X- _ O
full -X- _ O
reduction -X- _ O
activity -X- _ O
for -X- _ O
Huawei -X- _ B-HUAWEI_DEVICE
P30 -X- _ I-HUAWEI_DEVICE
? -X- _ O

How -X- _ O
to -X- _ O
see -X- _ O
my -X- _ O
Shanghai -X- _ B-LOC
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
fee -X- _ O
refund -X- _ O
? -X- _ O

Hello -X- _ O
, -X- _ O
add -X- _ O
card -X- _ O
. -X- _ O
There -X- _ O
's -X- _ O
no -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

Vibration -X- _ O
after -X- _ O
card -X- _ B-CARD_FEATURE
swiping -X- _ I-CARD_FEATURE

Does -X- _ O
Huawei -X- _ B-ORG
Support -X- _ O
Traffic -X- _ B-CARD_TYPE
Cards -X- _ I-CARD_TYPE
? -X- _ O

Associate -X- _ O
with -X- _ O
Alipay -X- _ B-NON_HMS_SERVICE

Interface -X- _ O
for -X- _ O
changing -X- _ O
a -X- _ O
payment -X- _ B-CARD_FEATURE
password -X- _ I-CARD_FEATURE

Can -X- _ O
I -X- _ O
use -X- _ O
nfc -X- _ B-CARD_USAGE
on -X- _ O
the -X- _ O
bus -X- _ B-TRANSPORT
subway -X- _ I-TRANSPORT
? -X- _ O

How -X- _ O
come -X- _ O
this -X- _ O
phone -X- _ O
does -X- _ O
n't -X- _ O
have -X- _ O
the -X- _ O
unlock -X- _ O
function -X- _ O
? -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
brush -X- _ O
a -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

There -X- _ O
's -X- _ O
no -X- _ O
charge -X- _ O
for -X- _ O
the -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

How -X- _ O
to -X- _ O
obtain -X- _ O
the -X- _ O
invoice -X- _ O
after -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
is -X- _ O
recharged -X- _ O
? -X- _ O

How -X- _ O
can -X- _ O
I -X- _ O
migrate -X- _ O
a -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
when -X- _ O
Huawei -X- _ B-HUAWEI_DEVICE
Mate10 -X- _ I-HUAWEI_DEVICE
of -X- _ O
the -X- _ O
previous -X- _ O
mobile -X- _ O
phone -X- _ O
is -X- _ O
lost -X- _ O
? -X- _ O

How -X- _ O
can -X- _ O
Shenzhen -X- _ B-CARD_TYPE
Tong -X- _ I-CARD_TYPE
apply -X- _ O
for -X- _ O
refund -X- _ O
? -X- _ O

Is -X- _ O
it -X- _ O
online -X- _ O
? -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
submit -X- _ O
remote -X- _ O
logs -X- _ O
? -X- _ O

The -X- _ O
previous -X- _ O
beijing -X- _ B-LOC
card -X- _ O
is -X- _ O
gone -X- _ O
. -X- _ O

Does -X- _ O
Honor -X- _ B-HUAWEI_DEVICE
Magic2 -X- _ I-HUAWEI_DEVICE
have -X- _ O
NFC -X- _ B-CARD_USAGE
functions -X- _ O
? -X- _ O

How -X- _ O
to -X- _ O
Authenticate -X- _ O
an -X- _ O
NE -X- _ B-HMS_SERVICE
ID -X- _ I-HMS_SERVICE
? -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
view -X- _ O
the -X- _ O
SN -X- _ B-DEVICE_IDENTIFIER
of -X- _ O
my -X- _ O
phone -X- _ O
? -X- _ O

Can -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
return -X- _ O
the -X- _ O
balance -X- _ O
? -X- _ O

The -X- _ O
screen -X- _ O
is -X- _ O
off -X- _ O
and -X- _ O
the -X- _ O
door -X- _ O
can -X- _ O
not -X- _ O
be -X- _ O
unlocked -X- _ O
. -X- _ O

Hello -X- _ O
, -X- _ O
my -X- _ O
equipment -X- _ O
has -X- _ O
been -X- _ O
lost -X- _ O
, -X- _ O
how -X- _ O
can -X- _ O
I -X- _ O
transfer -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
to -X- _ O
my -X- _ O
current -X- _ O
equipment -X- _ O
? -X- _ O

How -X- _ O
can -X- _ O
I -X- _ O
change -X- _ O
the -X- _ O
balance -X- _ O
after -X- _ O
the -X- _ O
Beijing -X- _ B-LOC
One -X- _ B-CARD_TYPE
Card -X- _ I-CARD_TYPE
is -X- _ O
upgraded -X- _ O
to -X- _ O
Beijing -X- _ B-LOC
, -X- _ O
Tianjin -X- _ B-LOC
, -X- _ O
and -X- _ O
Hebei -X- _ B-LOC
? -X- _ O

I -X- _ O
'd -X- _ O
like -X- _ O
to -X- _ O
ask -X- _ O
how -X- _ O
the -X- _ O
coins -X- _ O
will -X- _ O
be -X- _ O
turned -X- _ O
. -X- _ O

The -X- _ O
card -X- _ B-CARD_FEATURE
swiping -X- _ I-CARD_FEATURE
card -X- _ O
is -X- _ O
disabled -X- _ O
in -X- _ O
Beijing -X- _ B-LOC
, -X- _ O
Tianjin -X- _ B-LOC
, -X- _ O
and -X- _ O
Hebei -X- _ B-LOC
. -X- _ O

Then -X- _ O
how -X- _ O
do -X- _ O
I -X- _ O
move -X- _ O
my -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

How -X- _ O
to -X- _ O
add -X- _ O
an -X- _ O
invoice -X- _ O
title -X- _ O
? -X- _ O

Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
is -X- _ O
always -X- _ O
started -X- _ O
by -X- _ O
itself -X- _ O
. -X- _ O

When -X- _ O
will -X- _ O
Nova -X- _ B-HUAWEI_DEVICE
be -X- _ O
able -X- _ O
to -X- _ O
have -X- _ O
a -X- _ O
door -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Can -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
's -X- _ O
ad -X- _ O
be -X- _ O
turned -X- _ O
off -X- _ O
? -X- _ O

Hello -X- _ O
, -X- _ O
my -X- _ O
previous -X- _ O
Honor -X- _ B-HUAWEI_DEVICE
phone -X- _ O
has -X- _ O
been -X- _ O
bound -X- _ O
to -X- _ O
a -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
in -X- _ O
Tianjin -X- _ B-LOC
City -X- _ O
, -X- _ O
but -X- _ O
the -X- _ O
phone -X- _ O
can -X- _ O
not -X- _ O
be -X- _ O
powered -X- _ O
on -X- _ O
due -X- _ O
to -X- _ O
damage -X- _ O
. -X- _ O
How -X- _ O
can -X- _ O
I -X- _ O
delete -X- _ O
the -X- _ O
previous -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
in -X- _ O
another -X- _ O
Huawei -X- _ B-ORG
mobile -X- _ O
phone -X- _ O
wallet -X- _ B-HMS_SERVICE
? -X- _ O

Cancel -X- _ O
15 -X- _ B-MONEY
yuan -X- _ I-MONEY
a -X- _ O
month -X- _ O
. -X- _ O

How -X- _ O
to -X- _ O
obtain -X- _ O
incentives -X- _ O
? -X- _ O

What -X- _ O
the -X- _ O
hell -X- _ O
is -X- _ O
real -X- _ O
name -X- _ O
authentication -X- _ B-HMS_SERVICE_FEATURE
? -X- _ O

I -X- _ O
upgraded -X- _ O
Beijing -X- _ B-LOC
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
to -X- _ O
Beijing -X- _ B-CARD_TYPE
- -X- _ I-CARD_TYPE
Tianjin -X- _ I-CARD_TYPE
- -X- _ I-CARD_TYPE
Hebei -X- _ I-CARD_TYPE
integrated -X- _ O
card -X- _ O
, -X- _ O
I -X- _ O
ca -X- _ O
n't -X- _ O
find -X- _ O
it -X- _ O
. -X- _ O

Are -X- _ O
you -X- _ O
sure -X- _ O
you -X- _ O
want -X- _ O
to -X- _ O
restore -X- _ O
the -X- _ O
factory -X- _ O
ID -X- _ B-HMS_SERVICE
? -X- _ O

Why -X- _ O
does -X- _ O
my -X- _ O
phone -X- _ O
display -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
when -X- _ O
I -X- _ O
open -X- _ O
the -X- _ O
screen -X- _ O
? -X- _ O

How -X- _ O
to -X- _ O
Add -X- _ O
a -X- _ O
Traffic -X- _ B-CARD_TYPE
Card -X- _ I-CARD_TYPE
in -X- _ O
the -X- _ O
International -X- _ O
Edition -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
enable -X- _ O
the -X- _ O
NFC -X- _ B-CARD_USAGE
virtual -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Overseas -X- _ O
version -X- _ O
p20pro -X- _ B-HUAWEI_DEVICE
, -X- _ O
can -X- _ O
you -X- _ O
add -X- _ O
the -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
? -X- _ O

Does -X- _ O
my -X- _ O
phone -X- _ O
support -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
function -X- _ O
? -X- _ O

How -X- _ O
to -X- _ O
query -X- _ O
the -X- _ O
IMEI -X- _ B-DEVICE_IDENTIFIER
of -X- _ O
a -X- _ O
mobile -X- _ O
phone -X- _ O
? -X- _ O

One -X- _ O
access -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
can -X- _ O
be -X- _ O
bound -X- _ O
. -X- _ O

Why -X- _ O
do -X- _ O
I -X- _ O
need -X- _ O
to -X- _ O
reopen -X- _ O
the -X- _ O
SIM -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
when -X- _ O
I -X- _ O
change -X- _ O
my -X- _ O
phone -X- _ O
? -X- _ O

Hello -X- _ O
. -X- _ O
I -X- _ O
used -X- _ O
to -X- _ O
honor -X- _ B-HUAWEI_DEVICE
9 -X- _ I-HUAWEI_DEVICE
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
's -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O
There -X- _ O
's -X- _ O
money -X- _ O
but -X- _ O
the -X- _ O
phone -X- _ O
's -X- _ O
broken -X- _ O
. -X- _ O
I -X- _ O
cann't -X- _ O
open -X- _ O
it -X- _ O
. -X- _ O
How -X- _ O
to -X- _ O
withdraw -X- _ O
money -X- _ O
from -X- _ O
Honor -X- _ B-HUAWEI_DEVICE
9 -X- _ I-HUAWEI_DEVICE
? -X- _ O

What -X- _ O
can -X- _ O
I -X- _ O
do -X- _ O
if -X- _ O
I -X- _ O
have -X- _ O
my -X- _ O
account -X- _ O
name -X- _ O
and -X- _ O
ID -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
get -X- _ O
into -X- _ O
the -X- _ O
attack -X- _ O
page -X- _ O
when -X- _ O
I -X- _ O
get -X- _ O
the -X- _ O
incentive -X- _ O
payment -X- _ O
? -X- _ O

Which -X- _ O
phones -X- _ O
support -X- _ O
Huawei -X- _ B-HMS_SERVICE
pay -X- _ I-HMS_SERVICE
? -X- _ O

How -X- _ O
Do -X- _ O
I -X- _ O
Modify -X- _ O
the -X- _ O
Security -X- _ O
Issue -X- _ O
? -X- _ O

Viewing -X- _ O
Expenditure -X- _ O
Details -X- _ O

You -X- _ O
're -X- _ O
so -X- _ O
glorious -X- _ O
. -X- _ O
Why -X- _ O
ca -X- _ O
n't -X- _ O
you -X- _ O
use -X- _ O
a -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Why -X- _ O
does -X- _ O
n't -X- _ O
my -X- _ O
phone -X- _ O
support -X- _ O
the -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
? -X- _ O

I -X- _ O
changed -X- _ O
the -X- _ O
phone -X- _ O
of -X- _ O
another -X- _ O
brand -X- _ O
, -X- _ O
then -X- _ O
my -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
can -X- _ O
still -X- _ O
be -X- _ O
used -X- _ O
. -X- _ O

Why -X- _ O
did -X- _ O
you -X- _ O
adjust -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
when -X- _ O
you -X- _ O
opened -X- _ O
the -X- _ O
door -X- _ O
? -X- _ O

Failed -X- _ O
to -X- _ O
add -X- _ O
the -X- _ O
Tianfu -X- _ B-CARD_TYPE
Tong -X- _ I-CARD_TYPE
. -X- _ O

Where -X- _ O
can -X- _ O
I -X- _ O
add -X- _ O
a -X- _ O
virtual -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Failed -X- _ O
to -X- _ O
Brush -X- _ O
a -X- _ O
Bank -X- _ B-CARD_TYPE
Card -X- _ I-CARD_TYPE
by -X- _ O
Bus -X- _ B-TRANSPORT
and -X- _ O
the -X- _ O
Terminal -X- _ O
Displays -X- _ O
\"Invalid -X- _ O
Transaction\ -X- _ O
" -X- _ O

Can -X- _ O
I -X- _ O
swipe -X- _ O
a -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
without -X- _ O
connecting -X- _ O
to -X- _ O
the -X- _ O
Internet -X- _ O
? -X- _ O

Is -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
free -X- _ O
? -X- _ O

I -X- _ O
'm -X- _ O
tied -X- _ O
up -X- _ O
. -X- _ O
Why -X- _ O
ca -X- _ O
n't -X- _ O
I -X- _ O
use -X- _ O
it -X- _ O
in -X- _ O
the -X- _ O
cloud -X- _ B-HMS_SERVICE
? -X- _ O

Now -X- _ O
swipe -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
on -X- _ O
your -X- _ O
phone -X- _ O
and -X- _ O
brush -X- _ O
off -X- _ O
the -X- _ O
invalid -X- _ O
card -X- _ O
when -X- _ O
you -X- _ O
get -X- _ O
on -X- _ O
the -X- _ O
bus -X- _ B-TRANSPORT
. -X- _ O

How -X- _ O
to -X- _ O
cancel -X- _ O
automatic -X- _ B-CARD_FEATURE
renewal -X- _ I-CARD_FEATURE
of -X- _ O
Huawei -X- _ B-HMS_SERVICE
videos -X- _ I-HMS_SERVICE
? -X- _ O

I -X- _ O
never -X- _ O
remember -X- _ O
setting -X- _ O
a -X- _ O
payment -X- _ B-CARD_FEATURE
password -X- _ I-CARD_FEATURE
. -X- _ O

Nobody -X- _ O
manages -X- _ O
this -X- _ O
thing -X- _ O
? -X- _ O

When -X- _ O
can -X- _ O
I -X- _ O
upgrade -X- _ O
my -X- _ O
card -X- _ O
in -X- _ O
Beijing -X- _ B-LOC
, -X- _ O
Tianjin -X- _ B-LOC
, -X- _ O
and -X- _ O
Hebei -X- _ B-LOC
? -X- _ O

My -X- _ O
Huawei -X- _ B-HMS_SERVICE
account -X- _ I-HMS_SERVICE
password -X- _ B-HMS_SERVICE_FEATURE
has -X- _ O
forgotten -X- _ O
the -X- _ O
mobile -X- _ O
number -X- _ O
and -X- _ O
the -X- _ O
email -X- _ O
address -X- _ O
has -X- _ O
been -X- _ O
frozen -X- _ O
. -X- _ O
How -X- _ O
can -X- _ O
I -X- _ O
open -X- _ O
the -X- _ O
Huawei -X- _ B-HMS_SERVICE
account -X- _ I-HMS_SERVICE
? -X- _ O

There -X- _ O
's -X- _ O
no -X- _ O
\"door -X- _ O
card\ -X- _ O
" -X- _ O
. -X- _ O

Why -X- _ O
does -X- _ O
the -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
open -X- _ O
the -X- _ O
phone -X- _ O
when -X- _ O
I -X- _ O
open -X- _ O
the -X- _ O
phone -X- _ O
? -X- _ O

When -X- _ O
the -X- _ O
access -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
is -X- _ O
added -X- _ O
, -X- _ O
no -X- _ O
response -X- _ O
is -X- _ O
displayed -X- _ O
. -X- _ O
What -X- _ O
is -X- _ O
the -X- _ O
problem -X- _ O
? -X- _ O

Can -X- _ O
two -X- _ O
Huawei -X- _ B-ORG
phones -X- _ O
share -X- _ O
one -X- _ O
account -X- _ O
? -X- _ O

Registration -X- _ O
failed -X- _ O
. -X- _ O

I -X- _ O
ca -X- _ O
n't -X- _ O
find -X- _ O
the -X- _ O
key -X- _ O
to -X- _ O
the -X- _ O
door -X- _ O
. -X- _ O

Hello -X- _ O
, -X- _ O
how -X- _ O
can -X- _ O
I -X- _ O
add -X- _ O
a -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O
The -X- _ O
card -X- _ O
package -X- _ O
is -X- _ O
not -X- _ O
displayed -X- _ O
. -X- _ O

Network -X- _ O
connection -X- _ O
failure -X- _ O

My -X- _ O
phone -X- _ O
number -X- _ O
is -X- _ O
changed -X- _ O
, -X- _ O
but -X- _ O
my -X- _ O
account -X- _ O
and -X- _ O
password -X- _ O
do -X- _ O
not -X- _ O
remember -X- _ O
. -X- _ O
Can -X- _ O
I -X- _ O
retrieve -X- _ O
the -X- _ O
password -X- _ O
now -X- _ O
with -X- _ O
the -X- _ O
bound -X- _ O
qq -X- _ B-CODE_TYPE
? -X- _ O

You -X- _ O
ca -X- _ O
n't -X- _ O
copy -X- _ O
an -X- _ O
alien -X- _ O
access -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

I -X- _ O
got -X- _ O
the -X- _ O
traffic -X- _ O
when -X- _ O
I -X- _ O
was -X- _ O
full -X- _ O
, -X- _ O
but -X- _ O
I -X- _ O
still -X- _ O
got -X- _ O
the -X- _ O
money -X- _ O
. -X- _ O

The -X- _ O
payment -X- _ B-CARD_FEATURE
password -X- _ I-CARD_FEATURE
can -X- _ O
not -X- _ O
be -X- _ O
set -X- _ O
. -X- _ O

The -X- _ O
key -X- _ O
did -X- _ O
n't -X- _ O
work -X- _ O
. -X- _ O

No -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
is -X- _ O
added -X- _ O
. -X- _ O

What -X- _ O
mobile -X- _ O
phone -X- _ O
supports -X- _ O
office -X- _ O
traffic -X- _ B-CARD_TYPE
cards -X- _ I-CARD_TYPE
? -X- _ O

I -X- _ O
use -X- _ O
the -X- _ O
wallet -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
to -X- _ O
visit -X- _ O
the -X- _ O
site -X- _ O
. -X- _ O
The -X- _ O
outbound -X- _ O
ticket -X- _ B-MISC
is -X- _ O
invalid -X- _ O
. -X- _ O
The -X- _ O
customer -X- _ B-JOB_FUNCTION
service -X- _ I-JOB_FUNCTION
personnel -X- _ O
can -X- _ O
not -X- _ O
find -X- _ O
the -X- _ O
site -X- _ O
entry -X- _ O
record -X- _ O
. -X- _ O
However -X- _ O
, -X- _ O
the -X- _ O
Bank -X- _ O
of -X- _ O
China -X- _ B-LOC
app -X- _ O
checks -X- _ O
the -X- _ O
payment -X- _ O
record -X- _ O
and -X- _ O
finds -X- _ O
that -X- _ O
the -X- _ O
payment -X- _ O
record -X- _ O
has -X- _ O
been -X- _ O
frozen -X- _ O
for -X- _ O
14 -X- _ B-MONEY
yuan -X- _ I-MONEY
. -X- _ O

How -X- _ O
to -X- _ O
enable -X- _ O
the -X- _ O
Eid -X- _ B-CARD_TYPE
function -X- _ O
? -X- _ O

Why -X- _ O
did -X- _ O
I -X- _ O
lock -X- _ O
the -X- _ O
screen -X- _ O
to -X- _ O
see -X- _ O
the -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
interface -X- _ O
? -X- _ O

How -X- _ O
to -X- _ O
select -X- _ O
Alipay -X- _ B-NON_HMS_SERVICE
? -X- _ O

Which -X- _ O
of -X- _ O
the -X- _ O
following -X- _ O
can -X- _ O
be -X- _ O
used -X- _ O
to -X- _ O
use -X- _ O
EIDs -X- _ B-CARD_TYPE
? -X- _ O

Switching -X- _ O
HUAWEI -X- _ B-HMS_SERVICE
ID -X- _ I-HMS_SERVICE

Can -X- _ O
I -X- _ O
use -X- _ O
QQ -X- _ B-CODE_TYPE
to -X- _ O
log -X- _ O
in -X- _ O
to -X- _ O
Huawei -X- _ B-HMS_SERVICE
ID -X- _ I-HMS_SERVICE
? -X- _ O

The -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
is -X- _ O
charged -X- _ O
, -X- _ O
but -X- _ O
it -X- _ O
is -X- _ O
not -X- _ O
displayed -X- _ O
. -X- _ O

There -X- _ O
's -X- _ O
no -X- _ O
way -X- _ O
to -X- _ O
add -X- _ O
a -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
to -X- _ O
your -X- _ O
wallet -X- _ B-HMS_SERVICE
. -X- _ O

What -X- _ O
can -X- _ O
I -X- _ O
do -X- _ O
if -X- _ O
my -X- _ O
phone -X- _ O
does -X- _ O
not -X- _ O
have -X- _ O
a -X- _ O
SIM -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

I -X- _ O
want -X- _ O
to -X- _ O
buy -X- _ O
online -X- _ O
courses -X- _ O
in -X- _ O
a -X- _ O
high -X- _ O
- -X- _ O
quality -X- _ O
course -X- _ O
. -X- _ O
Can -X- _ O
I -X- _ O
use -X- _ O
the -X- _ O
coins -X- _ O
on -X- _ O
the -X- _ O
Huawei -X- _ B-HMS_SERVICE
wallet -X- _ I-HMS_SERVICE
? -X- _ O

Hello -X- _ O
, -X- _ O
I -X- _ O
have -X- _ O
failed -X- _ O
to -X- _ O
migrate -X- _ O
my -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O
How -X- _ O
can -X- _ O
I -X- _ O
handle -X- _ O
the -X- _ O
failure -X- _ O
after -X- _ O
half -X- _ O
a -X- _ O
day -X- _ O
? -X- _ O

Where -X- _ O
's -X- _ O
the -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
? -X- _ O

When -X- _ O
a -X- _ O
Huawei -X- _ B-HMS_SERVICE
pay -X- _ I-HMS_SERVICE
recharge -X- _ O
card -X- _ O
is -X- _ O
used -X- _ O
, -X- _ O
the -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
is -X- _ O
not -X- _ O
initialized -X- _ O
. -X- _ O

How -X- _ O
many -X- _ O
access -X- _ B-CARD_TYPE
